OriginalID,SourceLevel,TargetLevel,SourceText,TargetText,split
5176,ELE,INT,Millions of barrels of oil are used to make plastic bottles and transporting mineral water across the planet produces even more carbon emissions.,Millions of barrels of oil are used in the manufacture of plastic bottles and the transportation of mineral water across the planet produces even more carbon emissions.,train
5268,ELE,INT,"Ive created a lot of problems, he said.",Ive created a lot of problems.,train
5656,ELE,INT,"In 6- to 7-year-olds, who have grown up with YouTube, Spotify music streaming and online television, the average DQ score was 98.","Among 6- to 7-year-olds, who have grown up with YouTube, Spotify music streaming and online television, the average DQ score was 98, higher than for those aged between 45 and 49, who scored an average of 96.",train
5258,ELE,INT,The staff and I have been sad.,The staff and I have been pretty sad.,train
4333,ELE,INT,"She now has an album and a huge hit single, Show das Poderosas, which was number one in the charts and attracted 52 million YouTube views.","She now has an album and a huge hit single, Show das Poderosas, which topped the charts and attracted 52 million YouTube views.",train
4646,ELE,INT,An Apple spokesman said he has never heard of PRISM.,An Apple spokesman said he had never heard of PRISM.,train
5665,ELE,INT,Enric Duran gave the money to projects that created and supported alternatives to capitalism.,"Instead, Enric Duran gave the money to projects that created and promoted alternatives to capitalism.",train
5814,ELE,INT,My evening job is at a restaurant where we dont get our tips but we get the minimum wage plus an extra 2.50 per hour.,My main evening job is at a restaurant where we dont get our tips but our wages are minimum wage plus an extra 2.50 per hour.,train
5782,ELE,INT,"Riley B King was born in Mississippi, the son of African-American farm workers.","Riley B King (the B did not seem to stand for a name) was born in Mississippi, the son of African-American farm workers.",train
5122,ELE,INT,"Jenna Gavin, 29, lives in the family home where she grew up.","Jenna Gavin, 29, lives in Southport, Merseyside, in the family home where she grew up.",train
5455,ELE,INT,Fristrups team say that noise pollution more than doubles every 30 years.,They say that noise pollution more than doubles every 30 years.,train
4363,ELE,INT,"Its much more complex, says Benedict Evans, a digital media specialist.","Its a much more complex, multifaceted environment, says Benedict Evans, a digital media specialist.",train
4861,ELE,INT,"A whole range of businesses are interested in where, when and how we sleep and, also, how much we will pay for it.","A whole range of businesses are reinventing where, when and how we sleep, as well as how much were prepared to pay for it.",train
5662,ELE,INT,"When they are not using their phones, 12- to 15-year-olds have a very different relationship with other media, too.","Away from their phones, 12- to 15-year-olds have a very different relationship with other media, too.",train
5651,ELE,INT,People use the word creepy a lot during discussions of tracking in stores.,People use the word creepy a lot during discussions of in-store tracking.,train
5215,ELE,INT,"While I was working as a reporter, I found out that I was bad at understanding numbers in Spanish.",It was as a reporter that I soon found out that I was as bad at understanding numbers in Spanish as I was at calculating them in English.,train
4881,ELE,INT,"They still have to fast for around 18 hours a day, said Atif Jilani, who moved to Iqaluit from Toronto.","It still means fasting for around 18 hours a day, said Atif Jilani, who moved to Iqaluit from Toronto.",train
4367,ELE,INT,The leaves give energy and have medicinal qualities.,The leaves are said to provide energy and have medicinal qualities.,train
4421,ELE,INT,My goal is to bring together people who really want a family and a partner  and wholl stay together.,My goal is to pair up people who really want a family and a partner  and wholl stay together.,train
4321,ELE,INT,"Amazon has asked for its company name to be a top-level domain name (currently .com), but the South American governments say this would stop the use of this internet address for environmental protection, indigenous rights and other public interest uses.","The Seattle-based company has applied for its brand to be a top-level domain name (currently .com), but the South American governments argue this would prevent the use of this internet address for environmental protection, the promotion of indigenous rights and other public interest uses.",train
4511,ELE,INT,"Its chef, Ren Redzepi, says that ants taste like lemon, and a mixture of grasshoppers and moth larvae tastes like a strong fish sauce.","Its chef, Ren Redzepi, says that ants taste like lemon, and a pure of fermented grasshoppers and moth larvae tastes like a strong fish sauce.",train
4537,ELE,INT,But things change very quickly.,How quickly things change.,train
4336,ELE,INT,"In Brazilian cities, white workers earn twice as much as workers of African descent.","In Brazilian cities, white workers earn roughly twice as much as those of African descent.",train
5769,ELE,INT,But she loves the way social media connects the world in a unique way.,But Beausoleil loves the way social media connects the world in a truly unique way.,train
5402,ELE,INT,Our clients want to know how well their stores are delivering on that experience.,Our clients want to measure how well their stores are delivering on that experience.,train
5990,ELE,INT,"Dave Prentis, of the trade union Unison, said: The majority of workers are only on these contracts because they have no choice.","Dave Prentis, of the trade union Unison, said: The vast majority of workers are only on these contracts because they have no choice.",train
5679,ELE,INT,"Carlos Davila, who works for the Spanish Ornithological Society in Donana, was also alarmed at the idea.","Carlos Davila, who works for the Spanish Ornithological Society in Donana, was also alarmed at the plan.",train
5310,ELE,INT,It is entertaining and aimed at people who are likely to buy the companys products.,It is entertaining and aimed at consumers who are likely to go out and buy the companys products.,train
5042,ELE,INT,The artist said he wanted to encourage Cubans to become familiar with the internet.,The artist said he wanted to encourage Cubans to familiarize themselves with the internet.,train
5572,ELE,INT,These gaps could decide who became a top-level athlete because selection into elite sports may often depend on very small differences in a persons physical performance.,"Such gaps could decide who became a top-level athlete because, as the paper says, selection into elite sports may often depend on very small margins or differences in an individuals physical performance.",train
5404,ELE,INT,Mystery shoppers are usually repaid any money they spend in the stores and may also be allowed to keep the products they buy.,Shoppers are usually repaid any money they spend in the stores and may also be allowed to keep the products they buy.,train
4609,ELE,INT,"The US was the preferred destination for 27%, followed by the Caribbean (9%).","The US was the favoured destination for 27%, followed by the Caribbean (9%).",train
4666,ELE,INT,Some rich Nepali have tiger heads on the walls of their living rooms.,Some wealthy Nepali have tiger heads on the walls of their living rooms.,train
5658,ELE,INT,"But, now, for children aged 12 to 15, phone calls make up just 3% of time spent communicating through any device.","For those aged 12 to 15, phone calls account for just 3% of time spent communicating through any device.",train
5850,ELE,INT,Van Otterdijk says the UK has been very successful in reducing food waste.,Van Otterdijk says the UK has been very successful in combating food waste.,train
4499,ELE,INT,"Nobody knows which came first: the economic crisis in Greece or shisha, the drug that is called the cocaine of the poor.","Nobody knows which came first: the economic crisis in Greece or shisha, the drug now known as the cocaine of the poor.",train
5236,ELE,INT,"On cloud nine Most of us are happy to call clouds fluffy ones or nasty black ones, but there are more than 50 cloud types.","On cloud nine Most of us are happy to call clouds fluffy ones or nasty black ones, but meteorologists identify more than 50 cloud types.",train
5104,ELE,INT,Caroline Wozniacki said: I put the water bottle down on the court and it started melting a little bit.,Caroline Wozniacki said: I put the water bottle down on the court and it started melting a little bit underneath the plastic.,train
5359,ELE,INT,East Africa can expect more short rainfalls and west Africa should expect heavier monsoons.,East Africa can expect increased short rainfalls and west Africa should expect heavier monsoons.,train
4827,ELE,INT,Mama Fresh is a family company that sells injera to top restaurants and hotels in the Ethiopian capital.,Mama Fresh is a family company that has been selling injera to top restaurants and hotels in the Ethiopian capital for years.,train
5252,ELE,INT,"Traditionally, people send presents such as silver plates, dried fruit or sweets with wedding invitations.","Traditionally, presents such as silver plates, dried fruit or sweets are sent with wedding invitations.",train
4951,ELE,INT,"Testing hair is also pointless, the guide says.","Hair sample testing is also pointless, the guide says.",train
4929,ELE,INT,"In this way, they named the city people lived in 57% of the time and were nearly 90% correct in guessing, within 50 miles, where people lived.","In this way, they named the city people lived in 57% of the time and were nearly 90% accurate in placing people within 50 miles of their home.",train
4664,ELE,INT,"Recently, a tiger was captured after it killed two people, including a villager who was pulled from his bed in May.","Wildlife authorities captured a tiger after it killed two people, including a villager who was pulled from his bed in May.",train
5430,ELE,INT,Each word is represented by more than one spot because words often have many meanings.,Each word is represented by more than one spot because words often have several meanings.,train
5537,ELE,INT,"They come for a taste of something new, something most of them have never tasted before  sweet, cold ice cream.","They come for a taste of the unknown, something most have never tasted before  sweet, cold ice cream.",train
5080,ELE,INT,"Other countries, such as China and Korea, are also considering real-world emissions tests.","Other countries, such as China and Korea, which are also considering real-world emissions tests, will be watching what happens closely.",train
5691,ELE,INT,"Communication between riders and drivers, between different vehicles and between cars and infrastructure is bringing transportation into a new era.","Communication between riders and drivers, between different vehicles and between cars and infrastructure is bringing transportation into a new era, according to Allan Clelland, an expert on transportation technology.",train
5242,ELE,INT,Its impossible to get water hotter than 90C during flight  so choose coffee.,Its impossible to get water beyond 90C during flight  so choose coffee.,train
5832,ELE,INT,"Ninety-one per cent post a photo of themselves, 71% post the city or town where they live, more than half give email addresses and a  fth give their phone number.","Ninety- one per cent post a photo of themselves, 71% post the city or town where they live, more than half give email addresses and a  fth give their phone number.",train
5565,ELE,INT,"I thought she might send me  owers because the book was a declaration of love for her, but she didnt understand, Delacourt said.       ","I thought she might send me  owers as the book was a declaration of love for her, but she didnt understand, Delacourt said.",train
5103,ELE,INT,"And it looks terrible for the whole sport when people are collapsing, ball kids are collapsing, people watching are collapsing.","And it looks terrible for the whole sport when people are collapsing, ball kids are collapsing, people in the stands are collapsing.",train
4605,ELE,INT,"Together, they have created 3,780 more millionaires among their children, family and friends, according to the writers of the study, Oxford Economics.","Between them, they have created a further 3,780 millionaires among their children, family and friends, according to the authors of the study, Oxford Economics.",train
5276,ELE,INT,They made the announcement about the new banknote at the Turner Contemporary gallery in Margate.,The announcement of the new banknote was made at the Turner Contemporary gallery in Margate.,train
5886,ELE,INT,This country is a big mess and he could be the man to help us.,"This country is a big mess and, honestly, he could be the man to help us.",train
5190,ELE,INT,"In the 1980s, it was normal to save documents on floppy disks and buy computer games on cassettes.","In the 1980s, it was routine to save documents on floppy disks and buy computer games on cassettes.",train
4649,ELE,INT,"But the PRISM program makes that permission unnecessary, because it allows the government to take directly from the companies servers communications that include email, video and voice chat, videos, photos, file transfers and social networking details.","But the PRISM program makes that permission unnecessary, because it allows the agency to take the communications directly off the companies servers, communications that include email, video and voice chat, videos, photos, voice-over-IP (Skype, for example) chats, file transfers and social networking details.",train
5682,ELE,INT,"Fans around the world are always waiting for new poster art, new trailers and other information, said Paul Dergarabedian, senior media analyst.","Many fans around the world are constantly waiting for the release of new poster art, new trailers and other information, said Paul Dergarabedian, a senior media analyst.",train
5668,ELE,INT,They used the money to pay for speaking tours against capitalism and TV cameras for a media network.,"He gave the money to social activists, who used it to pay for speaking tours against capitalism and TV cameras for a media network.",train
5649,ELE,INT,"If you search for something on Amazon, youll get ads for similar products on other sites.","If you search for something on Amazon, youll get targeted ads for similar products on other sites.",train
5671,ELE,INT,Many of Britains most loved migratory birds rest here every year on their migrations from Africa.,Dozens of Britains most loved migratory birds rest here every year on their migrations from Africa.,train
4341,ELE,INT,"They have taken their warmest winter clothes, many laptop computers and an 18kg telescopic camera that they can fix to their backpacks.","They have with them their warmest winter clothes, a stack of laptop computers and an 18kg telescopic camera that they can fix to their backpacks.",train
4590,ELE,INT,"The change has been dramatic in Latin America, for example, where countries like Brazil and Paraguay had life expectancy of below 30 in 1970 and almost 64 in 2010.","The change has been dramatic in Latin America, for instance, where countries like Brazil and Paraguay had life expectancy of below 30 in 1970 and almost 64 in 2010.",train
5820,ELE,INT,Id prefer to get a good basic wage (like in Australia) and not have to rely on tips.,Id rather we earned a good basic wage (like in Australia) and didnt have to rely on tips.,train
4673,ELE,INT,"Now, high on the mountain opposite Eydes statue, 450 metres above the town, three large, solar-powered, computer-controlled mirrors follow the movement of the sun across the sky.","Now, high on the mountain opposite Eydes statue, 450 metres above the town, three large, solar-powered, computer-controlled mirrors slowly track the movement of the sun across the sky.",train
5808,ELE,INT,"Rodri, 37, London: Around 50% of a waiters income is tips Average tips: 60 per eight-hour shift I think they treat waiters best in ... the US  Everything has got fairer since the tipping scandal in the summer of 2015.","Rodri, 37, London: Around 50% of a waiters income is tips Average tips: 60 per eight-hour shift I think they treat waiters best in ... the US  Everything has got fairer since the tipping scandal was exposed in the summer of 2015.",train
4401,ELE,INT,"She writes: Copyright closes the door on the many ways that people can share, build upon and remix each others work, possibilities that we could not imagine when those laws were made.","She writes: Copyright closes the door on the many ways that people can share, build upon and remix each others work, possibilities that were unimaginable when those laws were made.",train
4697,ELE,INT,There are also differences between men and women in ageing populations  women generally live longer than men.,"There are gender differences among ageing populations, with women generally living longer than men.",train
4561,ELE,INT,"A poor farmer, he grew vegetables and bought rice.","A subsistence farmer, he grew vegetables and bought rice.",train
4728,ELE,INT,"These experiments showed that we have created a direct communication connection between brains, Nicolelis said.","These experiments showed that we have established a sophisticated, direct communication connection between brains, Nicolelis said.",train
5029,ELE,INT,"For many people, a blank sheet of paper is very daunting; with a colouring book you just need to bring the colour.","For many people, a blank sheet is very daunting; with a colouring book, you just need to bring the colour.",train
4788,ELE,INT,"Starbucks spends hundreds of millions of pounds with local suppliers on milk, cakes and sandwiches, and on store design and improvements.","We spend hundreds of millions of pounds with local suppliers on milk, cakes and sandwiches, and on store design and renovations.",train
5106,ELE,INT,"Victoria Azarenka said, It felt pretty hot, like youre dancing in a frying pan or something like that.","The defending champion Victoria Azarenka said, It felt pretty hot, like youre dancing in a frying pan or something like that.",train
5856,ELE,INT,"If you are part of the 1%, you still have problems.","If you are part of the 1%, you still have problems and they are real to you.",train
5732,ELE,INT,"Lemnos has wild beaches, where you can swim and sunbathe almost alone, a small nightlife scene and many cultural sites.","Lemnos has dozens of wild beaches, where you can swim and sunbathe virtually alone, a small nightlife scene and many cultural sites.",train
5633,ELE,INT,The only rules were that they had to stay sitting and not fall asleep.,The only rules were that they had to stay seated and not fall asleep.,train
4551,ELE,INT,They always believed the law was broken and that they had a right to their privacy.,A source said: They always believed the law was broken and that they had a right to their privacy.,train
5902,ELE,INT,"In many ways, it is the differences between countries that are the most interesting and important aspects of the study.","And, in many ways, it is not our misperceptions but these realities across different countries that are the most interesting and important aspects of the study.",train
5161,ELE,INT,"IUPAC said that a Russian-American team of scientists at the Joint Institute for Nuclear Research in Dubna and Lawrence Livermore National Laboratory in California had discovered elements 115, 117 and 118.","IUPAC announced that a Russian-American team of scientists at the Joint Institute for Nuclear Research in Dubna and Lawrence Livermore National Laboratory in California had produced enough evidence to claim the discovery of elements 115, 117 and 118.",train
4588,ELE,INT,"We need to be very careful, said Colin Mathers, a senior scientist.","We need to be very careful in assessing the validity [of the figures], said Colin Mathers, a senior scientist.",train
5648,ELE,INT,"If it sounds familiar, its because the internet has been using techniques like these for years.","If it sounds familiar, its because the online world has been using techniques like these for years.",train
5675,ELE,INT,Donana already faces a lot of threats but now they want to bring back the cause of the disaster 16 years ago.,"Donana already faces a large number of threats, but now they want to bring back the very cause of the disaster 16 years ago.",train
5623,ELE,INT,"Some ships are quieter than others but the average noise next to all the ships was 173 underwater decibels, the same as 111 decibels through the air  about the sound of a loud rock concert.","Some ships are quieter than others but the average intensity of noise next to all the ships was 173 underwater decibels, equivalent to 111 decibels through the air  about the sound of a loud rock concert.",train
4610,ELE,INT,"She listened quietly as Ban Ki-moon, the UN secretary-general, described her as our hero, our champion; and as the ex-British prime minister and now UN education envoy, Gordon Brown, said the words the Taliban never wanted her to hear: happy 16th birthday, Malala.","She listened quietly as Ban Ki-moon, the UN secretary-general, described her as our hero, our champion; and as the former British prime minister and now UN education envoy, Gordon Brown, said what he called the words the Taliban never wanted her to hear: happy 16th birthday, Malala.",train
5961,ELE,INT,Catching and killing sharks longer than three metres began after a number of shark attacks on Western Australias coast.,The catching and killing of sharks longer than three metres began after what the state government called an unprecedented number of shark attacks on Western Australias coast.,train
5026,ELE,INT,"The last few weeks have been madness, but fantastic madness, said Eleanor Blatherwick, head of sales and marketing at the books publisher, Laurence King.","The last few weeks have been utter madness, but fantastic madness, said Eleanor Blatherwick, head of sales and marketing at the books publisher, small British press Laurence King.",train
4765,ELE,INT,He has parachuted off buildings and mountains and once into a 600 foot deep cave.,The former paratrooper has parachuted off buildings and mountains and once into a 600 foot deep cave.,train
5427,ELE,INT,The atlas shows how words and related terms use the same regions of the brain.,The atlas shows how words and related terms light up the same regions of the brain.,train
5195,ELE,INT,"But Google, in the US, shocked the car and taxi industries when it unveiled the latest version of its driverless car.","But Google, in the US, sent a shock through the car and taxi industries as it unveiled the latest version of its driverless car.",train
5954,ELE,INT,"Another problem is that McDonalds hamburgers were recently named the worst in America in a poll of more than 32,000 American diners  they said they would rather eat a burger at Five Guys, Smashburger or Fuddruckers.","To add to the companys problems, McDonalds hamburgers were recently named the worst in America in a poll of more than 32,000 American diners, who said they would rather eat a burger at Five Guys, Smashburger or Fuddruckers.",train
5482,ELE,INT,"It is the  rst study to show clear differences between organic and regular fruits, vegetables and cereals.","It is the  rst study to demonstrate clear differences between organic and conventional fruits, vegetables and cereals.",train
4923,ELE,INT,"Later, Obama met Labour Party Leader, Jeremy Corbyn, who said they had an excellent 90-minute discussion.","Later, Obama met Jeremy Corbyn, who said they had an excellent 90-minute discussion.",train
5496,ELE,INT,Around 100 crew were involved in the voyage and they tried to travel using only traditional navigation techniques.,Around 100 crew members were involved in the voyage and they aimed to travel using only traditional navigation techniques.,train
4579,ELE,INT,The second test involved a lost wallet with 5 inside.,The second test involved a lost wallet containing 5.,train
5005,ELE,INT,"Axani arrived back in Toronto at 3am and went directly to a meeting at his charity, A Ticket Forward.","Axani arrived back in Toronto at 3am and went straight into a meeting at his charity, A Ticket Forward.",train
4532,ELE,INT,"But, in Silicon Valley, everyone is from everywhere.","Whereas, in Silicon Valley, everyone is from everywhere.",train
4726,ELE,INT,"Before he went to Afghanistan, the prince was photographed naked in Las Vegas at a private party.","Shortly before he went to Afghanistan, the prince was photographed naked in Las Vegas during a private party.",train
5652,ELE,INT,We allow this to happen online so why not in shops?,We allow this to happen online so why not of ine?,train
4734,ELE,INT,"This tells us that we could create a network of animal brains, with the animals in many different locations.",This tells us that we could create a workable network of animal brains distributed in many different locations.,train
5098,ELE,INT,"Humans, said TV naturalist Sir David Attenborough in 2013, are a plague on earth.","Humans, said TV naturalist Sir David Attenborough in 2013, are a plague on earth, but the WWF claims there is still time to stop the decline.",train
5314,ELE,INT,"We know that loneliness is a problem for the elderly and there are day centres and charities to help them, says Sam Challis, of the mental health charity Mind, but, young people over 21 are too old for youth services.","Loneliness is a recognized problem among the elderly and there are day centres and charities to help them, says Sam Challis, of the mental health charity Mind, but, when young people reach 21, theyre too old for youth services.",train
5630,ELE,INT,"In Europe, killer whales have dangerously high levels of illegal chemicals in their blubber.","In Europe, killer whales are carrying dangerously high levels of banned chemicals in their blubber.",train
5794,ELE,INT,Our customers are still very happy with the product and technology is improving their experience and helping them to switch from traditional cigarettes.,"Our customers are still very happy with the product, and technology and innovation in hardware is improving user experience and helping them to switch from traditional cigarettes.",train
4819,ELE,INT,The words say: Teff: the best gluten-free crop!,The words say: Teff: the ultimate gluten-free crop!,train
5509,ELE,INT,"Professor Steven Sherwood, at the University of New South Wales in Australia, who led the research, said that their work was new in two ways.","Professor Steven Sherwood, at the University of New South Wales in Australia, who led the new work, said that the study broke new ground in two ways.",train
4594,ELE,INT,But there are two serious problems.,But there are a couple of serious problems.,train
5969,ELE,INT,The activity in Western Australia is adding to the human tragedy of shark attacks.,The activity in Western Australia is compounding the human tragedy of shark attacks.,train
5440,ELE,INT,"Back home in England, every pub I knew closed because of the smoking ban, remembers Timms of Englands ban, which began in 2007.","Back home in England, every pub I knew closed within a year of the smoking ban, remembers Timms of the UKs ban, begun in 2007.",train
5859,ELE,INT,Is this the moment when streaming goes mainstream?,Is this the moment when streaming goes truly mainstream?,train
5589,ELE,INT,"His team found meningitis at Times Square, a trace of anthrax on a train carriage and bacteria that cause plague on a rubbish bin and ticket machine at stations in uptown Manhattan.","His team found meningitis at Times Square, a trace of anthrax on the handhold of a train carriage and bacteria that cause bubonic plague on a rubbish bin and ticket machine at stations in uptown Manhattan.",train
4616,ELE,INT,She did not have to worry.     ,She did not need to worry.,train
5861,ELE,INT,"Apple, and the record industry, cannot afford to get rid of the download market yet  so streaming and downloading will have to coexist under the Apple brand.","Apple, and the record industry, cannot afford to get rid of the download market just yet  so streaming and downloading will have to coexist under the Apple brand.",train
5081,ELE,INT,"One key reason why air pollution kills 400,000 European citizens each year is that car makers cheat the tests for diesel cars  this causes much more pollution on the road, said Greg Archer, the clean vehicles manager for Transport and Environment.","One key reason why air pollution kills 400,000 citizens each year is that car makers cheat the tests for diesel cars, causing much more pollution on the road, said Greg Archer, the clean vehicles manager for Transport and Environment.",train
5896,ELE,INT,Americans think that 33% of their population are immigrants but it is really only 14%.,"Americans think that 33% of their population are immigrants, when in fact it is only 14%.",train
4335,ELE,INT,"Brazil has the largest population of African descent outside Africa, but race and where your family come from are less important there than colour.","Brazil  one of the last big countries in the world to ban slavery  has the largest population of African descent outside Africa, but race and where your family come from are less important there than colour.",train
5807,ELE,INT,"We asked waiters around the UK what they think of tipping, including how much money they get from tips and if its fair.",We asked waiters around the UK what they think of the tipping process (including how much they take home from tips and whether its fair) and what would improve it for them.,train
4768,ELE,INT,Id like to sit in the same place in the next four years as Joe Kittinger.,Id like to be sitting in the same spot in the next four years as Joe Kittinger.,train
4741,ELE,INT,"Work has started on designing a new tomb in Leicester Cathedral, only 100 yards from the excavation site.","Work has started on designing a new tomb in Leicester Cathedral, only 100 yards from the excavation site, and a ceremony will be held to lay him into his new grave there, probably next year.",train
5939,ELE,INT,"But, now that were here, its great, said Brian Hill, another England fan.","But, now that were here, its great, said Brian Hill, an England fan from Sunderland.",train
5149,ELE,INT,"Cathy Olkin, a mission scientist, said: Charon just blew our socks off when we saw the new image.","Cathy Olkin, a mission scientist, said: Charon just blew our socks off when we saw the new image today.",train
4713,ELE,INT,"One of the cardinals at the gathering was a Mexican cardinal, Monsignor Oscar Sanchz Barba, from Guadalajara.","Among those present was a Mexican cardinal, Monsignor Oscar Sanchz Barba, from Guadalajara.",train
4723,ELE,INT,"In another interview, he criticized the media, especially the Sun, the Daily Mail and the Daily Telegraph.","In another interview, he criticized the media, especially the Sun, the Daily Mail and the Daily Telegraph, three of the royal familys strongest supporters.",train
5598,ELE,INT,Theyve not been a part of this for the last 18 years.,Theyve been left out of all of this for the last 18 years.,train
4562,ELE,INT,"I saw this film about fish in a cement pool and I thought it was a good idea, said Chon, who is also HIV positive.","I saw this film about fish in a cement pool and I thought it was a good idea, said Chon, herself diagnosed with HIV in 1992.",train
5637,ELE,INT,But 12 of 18 men gave themselves electric shocks and six of 24 women gave themselves electric shocks.,"To the researchers surprise, 12 of 18 men gave themselves up to four electric shocks and six of 24 women did the same.",train
5400,ELE,INT,"In the US, the percentage of people using subscription services and streaming rose from 19% in 2012 to 23%.","In the US, the percentage of people using subscription services and streaming rose from 19% in 2012 to 23%, while the percentage of people downloading fell from 28% to 27%.",train
5888,ELE,INT,"In 2005, a man called John Shepherd-Barron received a UK honour as the inventor of the automatic cash dispenser.","There have been arguments for years over who is the inventor of the ATM and, in 2005, a man called John Shepherd-Barron received a UK honour as the inventor of the automatic cash dispenser.",train
4355,ELE,INT,"In the UK, inequality is returning to levels not seen since the nineteenth century.","In the UK, inequality is rapidly returning to levels not seen since the nineteenth century.",train
5549,ELE,INT,He says we need better research into systems for navigation.,"In the meantime, he says, we need better research into systems for navigation.",train
4984,ELE,INT,"Jenny Flahaut, 33, who works at a childrens home, volunteered when she saw an advertisement on Facebook.","Jenny Flahaut, 33, who works at a childrens home, volunteered after seeing an advertisement on Facebook.",train
5407,ELE,INT,She  nds it satisfying to return to a store where she has previously been a mystery shopper and see standards have improved.,She  nds it satisfying to return to a store she has previously mystery shopped and see standards have improved.,train
4703,ELE,INT,"South Korea is a surprisingly low 67 in the ageing study, partly because it introduced a pension only recently.","South Korea came a surprisingly low 67 on the ageing index, partly because it introduced a pension only recently.",train
4957,ELE,INT,Many more people apply for a night of stargazing at the observatory but not everyone can come because numbers are strictly limited.,Many more apply for a night of stargazing at the observatory but numbers are strictly limited.,train
4542,ELE,INT,But there was no trouble at the independence celebrations on Wednesday.,But there was no trouble at the independence celebrations.,train
4477,ELE,INT,"Earlier in 2013, Allen was watching the news and saw a woman get the British Empire Medal.","Earlier in 2013, Allen was watching the news and saw a woman being given the British Empire Medal.",train
5429,ELE,INT,"On the brains right-hand side, near the top of the head, is one of the brain spots used for family terms: wife, husband, children, parents.","On the brains right-hand side, near the top of the head, is one of the brain spots activated by family terms: wife, husband, children, parents.",train
4802,ELE,INT,Sweden was the first country in Europe to introduce the electronic tagging of criminals and it continues to keep prison sentences short when possible by using community-based punishments.,Sweden was the first country in Europe to introduce the electronic tagging of convicted criminals and continues to keep prison sentences short wherever possible by using community-based measures.,train
4395,ELE,INT,"The IEA says that China and India will drive world coal use in the next five years, and India will probably overtake the US as the worlds second biggest consumer.","According to the IEA, China and India will drive world coal use in the coming five years, with India likely to overtake the US as the worlds second biggest consumer.",train
5251,ELE,INT,Even the traditional Indian wedding is changing.,Even the traditional wedding is changing.,train
4577,ELE,INT,"In movies, the polygraph is always correct but, in 1998, the US Supreme Court decided that there was no agreement that the polygraph was reliable.","In movies, the polygraph is always right, But, in 1998, the US Supreme Court ruled that there was no consensus that the polygraph was reliable.",train
5084,ELE,INT,But ACEA fully accepts that the regulation will apply to new types of cars from September 2017.,"However, ACEA fully accepts that RDE will apply to new types of cars from September 2017.",train
5964,ELE,INT,Faehrmann said the protests showed that Australians wanted sharks to be protected: Whats amazing is that so many people in Australia love sharks.,Faehrmann said the protests had shown that Australians wanted sharks protected: Whats amazing is so many people in Australia love sharks.,train
5962,ELE,INT,"But the whole of Australia has had, on average, just one shark-related death a year for the last 50 years.","However, the whole of Australia has had an average of just one shark-related death a year for the last 50 years.",train
4675,ELE,INT,"This will bring much happiness, she says.",This will bring much happiness.,train
5750,ELE,INT,"It is a majestic rectangle of strong bone, a head of pure strength.","It is a majestic rectangle of strong bone and leathery  esh, a head of pure strength.",train
4685,ELE,INT,"Barack Obama flew back to Washington and his desk in the Oval Office on Wednesday, hours after he gave an election victory speech in Chicago.","Barack Obama flew back to Washington and his desk in the Oval Office on Wednesday, hours after delivering an election victory speech in Chicago in which he asked the country to unite behind him.",train
5379,ELE,INT,Hot-water boilers and cooking areas release heat.,Hot-water boilers and cooking areas release heat into their immediate surroundings.,train
5805,ELE,INT,The report said that some waiters are made to pay a 15% administration fee on tips that customers pay by credit or debit card.,The report said that some waiters are charged up to a 15% administration fee on tips that are left when customers pay by credit or debit cards.,train
4757,ELE,INT,"It has been a remarkable few years for our royal family  a royal wedding, that extraordinary and magnificent jubilee and now this royal birth.","It has been a remarkable few years for our royal family: a royal wedding that captured peoples hearts, that extraordinary and magnificent jubilee and now this royal birth  all from a family that has given this nation so much incredible service.",train
5244,ELE,INT,"Ash melts in the heat of the engine, then solidifies on the rotors.","Glass-like ash particles melt in the heat of the engine, then solidify on the rotors.",train
4352,ELE,INT,Oxfam said the world could end poverty several times over if the richest 100 billionaires would give away the money they made in 2012.,Oxfam said the worlds poorest could be taken out of poverty several times over if the richest 100 billionaires would give away the money they made in 2012.,train
4442,ELE,INT,Gym fans can benefit by doing three strength sessions and three Tabatas a week.,Gym rats can benefit by doing three strength sessions and three Tabatas a week.,train
4793,ELE,INT,But antibiotic resistant bacteria became more and more common.,"These were supposed to be our defence, but antibiotic resistant bacteria became more and more common; bacteria with new kinds of resistance became more common too.",train
5325,ELE,INT,He said that it was too early to use oxytocin as a treatment for the social difficulties caused by autism and said people should not buy oxytocin online.,He warned that it was too early to use oxytocin as a treatment for the social difficulties caused by autism and said people should not buy oxytocin online.,train
4853,ELE,INT,"Researchers believe that Erdmanns grandfather, Richard Platz, threw the bottle into the sea when he was on a hike in 1913.","Researchers believe Erdmanns grandfather, Richard Platz, threw the bottle in the sea while on a hike in 1913.",train
4970,ELE,INT,Rising human populations and use of resources have made many people believe that these animals could soon become extinct.,Rising human populations and overconsumption make many people believe that such animals will soon become extinct.,train
4948,ELE,INT,Manchester Police said they arrested at least two people at Black Friday sales events.,"Meanwhile, Manchester Police said that at least two people had been arrested at Black Friday sales events.",train
4565,ELE,INT,"I raised the money and built the farm, learned how to build the tanks and water flow system, said Sheehy.","I raised the money and built the farm, learned the proper tank layout and water flow system, said Sheehy.",train
4351,ELE,INT,"Banksy himself has not commented on the sale of Slave Labour, but he has condemned people who have tried to sell his artwork in the past.","Banksy himself has not commented on the Slave Labour controversy, but he has previously condemned people who have tried to sell his artwork.",train
